academia,andar,area,area_servico,banheiro,condominio,elevador,endereco,espaco_gourmet,id,iptu,piscina,playground,portaria_24_horas,quadra_de_esporte,quarto,salao_de_festa,sauna,spa,tipo,url,vaga,valor,varanda_gourmet
,,1000.0,,,,,"Avenida Caçari, 65 - Caçari, Boa Vista - RR",,2601153765,,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-cacari-boa-vista-rr-1000m2-id-2601153765/,,950000.0,
,,396.0,,,,,"Rua Ajuricaba, SN - Centro, Boa Vista - RR",,2647892769,600.0,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-com-infraestrutura-internet-centro-boa-vista-rr-396m2-id-2647892769/,,620000.0,
,,1200.0,,,,,"Rua Cerejeira, 125 - Paraviana, Boa Vista - RR",,2629276267,,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-paraviana-boa-vista-rr-1200m2-id-2629276267/,,1100000.0,
,,10.0,,,,,"Rua Alexandrino Batista Barbosa, 122 - Murilo Teixeira Cidade, Boa Vista - RR",,2645336388,,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-murilo-teixeira-cidade-boa-vista-rr-10m2-id-2645336388/,,27000.0,
,,833.0,,,,,"Rua Ministro Sérgio Mota, SN - Paraviana, Boa Vista - RR",,2648019207,,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-paraviana-boa-vista-rr-833m2-id-2648019207/,,700000.0,
,,10.0,,,,,"Avenida Consolação de Matos - Cidade Satelite, Boa Vista - RR",,2645328249,,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-cidade-satelite-boa-vista-rr-10m2-id-2645328249/,,22000.0,
,,10.0,,,,,"Rua Dom Apparecido José Dias - Cidade Satelite, Boa Vista - RR",,2645336386,,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-cidade-satelite-boa-vista-rr-10m2-id-2645336386/,,50000.0,
,,2880.0,,,,,"Rua Salgado Filho, 34 - Aeroporto, Boa Vista - RR",,2627268556,,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-aeroporto-boa-vista-rr-2880m2-id-2627268556/,,1100000.0,
,,13420.0,,,,,"Rua José Moreno, 678 - Cinturao Verde, Boa Vista - RR",,2559328972,,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-cinturao-verde-boa-vista-rr-13420m2-id-2559328972/,,6000000.0,
,,10.0,,,,,"Avenida Antonino Menezes da Silva - Caçari, Boa Vista - RR",,2646203376,,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-cacari-boa-vista-rr-10m2-id-2646203376/,,350000.0,
,,5.0,,,,,Boa Vista - RR,,2614466543,,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-com-infraestrutura-internet-boa-vista-rr-5m2-id-2614466543/,,432480.0,
,,996.0,,,,,"Rua Coronel Mota, SN - Centro, Boa Vista - RR",,2647889306,3882.0,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-com-infraestrutura-internet-centro-boa-vista-rr-996m2-id-2647889306/,,1380000.0,
,,2246.0,,,,,"Rua Reinaldo Neves - Jardim Floresta, Boa Vista - RR",,2640779852,,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jardim-floresta-boa-vista-rr-2246m2-id-2640779852/,,1200000.0,
,,2400.0,,,,,"Avenida Centenário, 653 - Centenario, Boa Vista - RR",,2626034231,,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-centenario-boa-vista-rr-2400m2-id-2626034231/,,1150000.0,
,,10.0,,,,,"Rua Espedito de Paula Rodrigues - Alvorada, Boa Vista - RR",,2645315295,,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-alvorada-boa-vista-rr-10m2-id-2645315295/,,95000.0,
,,10.0,,,,,"Rua Japão - Cauamé, Boa Vista - RR",,2645315300,,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-cauame-boa-vista-rr-10m2-id-2645315300/,,165000.0,
,,700.0,,,,,"Rua Augusto Cesar Luitgards Moura - Paraviana, Boa Vista - RR",,2592300733,,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-paraviana-boa-vista-rr-700m2-id-2592300733/,,320000.0,
