academia,andar,area,area_servico,banheiro,condominio,elevador,endereco,espaco_gourmet,foto_imovel,id,iptu,piscina,playground,portaria_24_horas,quadra_de_esporte,quarto,salao_de_festa,sauna,spa,tipo,url,vaga,valor,varanda_gourmet
0,,57.0,1.0,2.0,590.0,1.0,"Rua Bráulio Gonçalves, 115 - Madalena, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/50c287aedd9a1624fd30607b8a709d64/apartamento-com-2-quartos-a-venda-57m-no-madalena-recife.jpg,2625339042,1484.0,1.0,0,0,0,2.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-madalena-recife-pe-57m2-id-2625339042/,1.0,450000.0,1.0
0,24.0,70.0,1.0,2.0,600.0,1.0,"Rua Cruzeiro do Forte, 152 - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/7d892ddd35f947f3136766d4955caebd/apartamento-com-3-quartos-a-venda-70m-no-boa-viagem-recife.jpg,2654984457,1700.0,1.0,1.0,1.0,1.0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-boa-viagem-recife-pe-70m2-id-2654984457/,1.0,459900.0,0
0,,135.0,1.0,4.0,1050.0,1.0,"Estrada das Ubáias, 353 - Casa Forte, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/45c96c8da5ddc1c0d4e30a6fffd51f9e/apartamento-com-3-quartos-a-venda-135m-no-casa-forte-recife.jpg,2618908404,3500.0,1.0,0,0,0,3.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-casa-forte-recife-pe-135m2-id-2618908404/,2.0,900000.0,0
1.0,,28.0,1.0,1.0,,1.0,"Avenida Boa Viagem, 9 - Boa Viagem, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/f0fdd1e4aef796732a4e423fbc4d29e1/apartamento-com-1-quarto-a-venda-28m-no-boa-viagem-recife.jpg,2667350310,,1.0,1.0,0,1.0,1.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-boa-viagem-recife-pe-28m2-id-2667350310/,1.0,565000.0,0
0,1.0,58.0,1.0,2.0,1.0,1.0,"Rua Doutor José Maria, 111 - Encruzilhada, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/1c56d6c6d55705337a6b379addbb172e/apartamento-com-2-quartos-a-venda-58m-no-encruzilhada-recife.jpg,2669347168,1.0,1.0,0,1.0,0,2.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-encruzilhada-recife-pe-58m2-id-2669347168/,1.0,369990.0,0
,9.0,110.0,,3.0,1.0,,"Rua Francisco da Cunha, 1454 - Boa Viagem, Recife - PE",,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/d11680e6fb6687e43421122a9ba57147/apartamento-com-3-quartos-a-venda-110m-no-boa-viagem-recife.jpg,2658610659,1.0,,,,,3.0,,,,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-boa-viagem-recife-pe-110m2-id-2658610659/,2.0,800000.0,
1.0,1.0,154.0,0,5.0,750.0,1.0,"Avenida Pedro Paes Mendonça, 100 - Boa Viagem, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/b7775cf513f92fc46c2729e8b7697c2f/apartamento-com-4-quartos-a-venda-154m-no-boa-viagem-recife.jpg,2609991043,500.0,1.0,1.0,1.0,0,4.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-boa-viagem-recife-pe-154m2-id-2609991043/,3.0,1117111.0,1.0
1.0,21.0,80.0,0,2.0,980.0,1.0,"Rua Arnoldo Magalhães, 80 - Casa Amarela, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/2118283b54752d7a14ee7e2e24b14bbb/apartamento-com-3-quartos-a-venda-80m-no-casa-amarela-recife.jpg,2592968894,240.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-casa-amarela-recife-pe-80m2-id-2592968894/,1.0,550000.0,1.0
1.0,,130.0,0,3.0,,1.0,"Avenida Boa Viagem, 187 - Boa Viagem, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/ca6a7a88351f07778a6e91fce06e7505/apartamento-com-3-quartos-a-venda-130m-no-boa-viagem-recife.jpg,2657888251,,1.0,1.0,1.0,0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-boa-viagem-recife-pe-130m2-id-2657888251/,2.0,1500000.0,1.0
1.0,,55.0,0,1.0,,1.0,"Rua Cândido Lacerda, 1 - Torreão, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/b5cd5c0d52a74b0c72a61759a81ef343/apartamento-com-2-quartos-a-venda-55m-no-torreao-recife.jpg,2606894397,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-torreao-recife-pe-55m2-id-2606894397/,,431186.0,1.0
0,8.0,59.0,0,3.0,1.0,1.0,"Rua José Hipólito Cardoso, 320 - Boa Viagem, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/099a8c696001ed32d9b3b880cc24572a/apartamento-com-3-quartos-a-venda-59m-no-boa-viagem-recife.jpg,2656486961,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-boa-viagem-recife-pe-59m2-id-2656486961/,1.0,414900.0,1.0
0,8.0,80.0,1.0,2.0,760.0,0,"Rua Real da Torre, 292 - Madalena, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/54fc5563683bc90ee4241acf6f589d18/apartamento-com-3-quartos-a-venda-80m-no-madalena-recife.jpg,2633498205,,0,0,0,0,3.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-interfone-madalena-recife-pe-80m2-id-2633498205/,1.0,420000.0,0
1.0,,120.0,0,3.0,,1.0,"Rua Professora Maurina Rodrigues dos Santos, 333 - Monteiro, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/489c1cda78fef8792c2bb27f7a20e5a5/apartamento-com-3-quartos-a-venda-120m-no-monteiro-recife.jpg,2661531774,,1.0,1.0,1.0,0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-monteiro-recife-pe-120m2-id-2661531774/,2.0,1150000.0,1.0
1.0,,106.0,0,3.0,,1.0,"Rua Amaro Albino Pimentel, 338 - Boa Viagem, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/df2bceebd50d6c517542980cfb0b6809/apartamento-com-3-quartos-a-venda-106m-no-boa-viagem-recife.jpg,2658429132,,1.0,1.0,1.0,0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-boa-viagem-recife-pe-106m2-id-2658429132/,2.0,1100000.0,1.0
0,6.0,147.0,0,3.0,1250.0,1.0,"Avenida Dezessete de Agosto, 175 - Parnamirim, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/eaa56ff05969453b5f2d40bf49028050/apartamento-com-4-quartos-a-venda-147m-no-parnamirim-recife.jpg,2643110621,490.0,0,1.0,1.0,0,4.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-mobiliado-parnamirim-recife-pe-147m2-id-2643110621/,14.0,600000.0,1.0
0,15.0,170.0,0,2.0,1100.0,1.0,"Avenida Conselheiro Rosa e Silva, 852 - Espinheiro, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/297b52d44d69fae01739374a5ff83389/apartamento-com-4-quartos-a-venda-170m-no-espinheiro-recife.jpg,2628141701,406.0,0,1.0,1.0,0,4.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-mobiliado-espinheiro-recife-pe-170m2-id-2628141701/,2.0,900000.0,0
0,5.0,71.0,0,2.0,622.0,1.0,"Rua Inácio Leopoldo, 99 - Iputinga, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/23b3e2fc9b13d01f1c232e97336cf6d8/apartamento-com-2-quartos-a-venda-71m-no-iputinga-recife.jpg,2627459169,133.0,1.0,0,1.0,0,2.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-iputinga-recife-pe-71m2-id-2627459169/,1.0,380000.0,0
1.0,1.0,58.0,1.0,2.0,1.0,1.0,"Rua Doutor José Maria, 246 - Encruzilhada, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/32c1fad3da9b1f0a89ea6c90246ab4eb/apartamento-com-2-quartos-a-venda-58m-no-encruzilhada-recife.jpg,2619055755,1.0,1.0,1.0,1.0,0,2.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-encruzilhada-recife-pe-58m2-id-2619055755/,1.0,360065.0,0
1.0,17.0,72.0,0,1.0,521.0,1.0,"Rua Amália Bernardino de Sousa, 532 - Boa Viagem, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/47a00e6a3765f63876dc976b8ba97c6b/apartamento-com-2-quartos-a-venda-72m-no-boa-viagem-recife.jpg,2670468399,206.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-boa-viagem-recife-pe-72m2-id-2670468399/,2.0,570000.0,0
0,3.0,185.0,0,4.0,2318.0,1.0,"Avenida Boa Viagem, 30 - Pina, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/9a7770a28526e55522cd4c1ddd173e37/apartamento-com-4-quartos-a-venda-185m-no-pina-recife.jpg,2587544304,762.0,1.0,0,1.0,0,4.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-mobiliado-pina-recife-pe-185m2-id-2587544304/,3.0,3400082.0,1.0
0,,100.0,1.0,3.0,1430.0,0,"Rua Jonathas de Vasconcelos, 500 - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/9f246157c6c57ea69e8f35a62662b7f9/apartamento-com-3-quartos-a-venda-100m-no-boa-viagem-recife.jpg,2599864313,2000.0,0,0,1.0,0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-poco-artesiano-boa-viagem-recife-pe-100m2-id-2599864313/,1.0,470000.0,0
1.0,,150.0,0,1.0,,1.0,"Rua Professor Arnaldo Carneiro Leão, 1 - Boa Viagem, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/7b6d382a1712847ed82d9ef50944dfda/apartamento-com-4-quartos-a-venda-150m-no-boa-viagem-recife.jpg,2619010240,,1.0,1.0,1.0,1.0,4.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-boa-viagem-recife-pe-150m2-id-2619010240/,2.0,1174074.0,1.0
1.0,13.0,56.0,0,2.0,550.0,1.0,"Rua Cândido Lacerda, 221 - Torreão, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/3c65110aff9b93924b4d9b6db626dd5c/apartamento-com-2-quartos-a-venda-56m-no-torreao-recife.jpg,2639306567,145.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-torreao-recife-pe-56m2-id-2639306567/,1.0,472000.0,0
0,,79.0,1.0,3.0,600.0,1.0,"Rua Padre Giordano - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/12f2fa5a0d883822ec2a96c447e546f3/apartamento-com-2-quartos-a-venda-79m-no-boa-viagem-recife.jpg,2638170500,176.0,1.0,1.0,0,0,2.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-boa-viagem-recife-pe-79m2-id-2638170500/,1.0,490000.0,0
0,,113.0,0,3.0,870.0,0,"Avenida Rui Barbosa, 264 - Graças, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/f371a4ce7396ac4968cf3ed5367c7711/apartamento-com-3-quartos-a-venda-113m-no-gracas-recife.jpg,2671861209,2500.0,1.0,0,1.0,0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-gracas-recife-pe-113m2-id-2671861209/,1.0,595000.0,0
1.0,,129.0,0,5.0,,1.0,"Rua Guilherme Salazar, 150 - Poço, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/3871b9fb68f2c4e7ce17e32bcf790080/apartamento-com-3-quartos-a-venda-129m-no-poco-recife.jpg,2599010260,,1.0,1.0,0,1.0,3.0,1.0,1.0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-poco-recife-pe-129m2-id-2599010260/,2.0,1280000.0,0
0,,92.0,0,3.0,1100.0,1.0,"Tamarineira, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/b47011cf88efd90c1e08b13f6d13f81b/apartamento-com-3-quartos-a-venda-92m-no-tamarineira-recife.jpg,2639857869,285.0,1.0,1.0,0,0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-tamarineira-recife-pe-92m2-id-2639857869/,2.0,570000.0,0
0,,170.0,0,3.0,1000.0,1.0,"Avenida Conselheiro Rosa e Silva, 852 - Espinheiro, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/082ff9d94bae847c08cb660fbb440387/apartamento-com-4-quartos-a-venda-170m-no-espinheiro-recife.jpg,2644779773,3900.0,0,0,1.0,0,4.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-jardim-espinheiro-recife-pe-170m2-id-2644779773/,2.0,680000.0,0
1.0,1.0,32.0,0,1.0,,1.0,"Rua Alfredo Fernandes, 344 - Casa Forte, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/3863ef2a4096b5070a7047a33977f5ea/apartamento-com-1-quarto-a-venda-32m-no-casa-forte-recife.jpg,2581737370,,0,0,1.0,0,1.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-churrasqueira-casa-forte-recife-pe-32m2-id-2581737370/,1.0,320000.0,1.0
0,12.0,115.0,0,3.0,1.0,1.0,"Rua José Aderval Chaves, 144 - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/d251c46e83a64eca10fc6c047e28f138/apartamento-com-3-quartos-a-venda-115m-no-boa-viagem-recife.jpg,2604509838,2.0,0,0,1.0,0,3.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-boa-viagem-recife-pe-115m2-id-2604509838/,2.0,700000.0,0
0,6.0,89.0,0,2.0,800.0,0,"Avenida Hélio Falcão, 355 - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/096cedfbc7c9282eb8d2f7f3543a23c1/apartamento-com-2-quartos-a-venda-89m-no-boa-viagem-recife.jpg,2638765975,285.0,0,0,1.0,0,2.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-boa-viagem-recife-pe-89m2-id-2638765975/,2.0,599999.0,0
1.0,10.0,261.0,1.0,1.0,1700.0,1.0,"Rua das Pernambucanas, 74 - Graças, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/1a5411c924ab2f164d4e7411dc08743c/apartamento-com-4-quartos-a-venda-261m-no-gracas-recife.jpg,2662665077,940.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-gracas-recife-pe-261m2-id-2662665077/,3.0,1500000.0,0
0,6.0,105.0,0,4.0,1.0,1.0,"Avenida Dezessete de Agosto, 137 - Casa Forte, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/023772c3536fd690eb4e354db2a72ea4/apartamento-com-3-quartos-a-venda-105m-no-casa-forte-recife.jpg,2629979316,1.0,1.0,0,0,0,3.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-casa-forte-recife-pe-105m2-id-2629979316/,2.0,946000.0,0
1.0,5.0,100.0,0,1.0,908.0,1.0,"Rua Dom José Lopes, 604 - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/787dad97a82533bf0c48a71e71b31b9f/apartamento-com-3-quartos-a-venda-100m-no-boa-viagem-recife.jpg,2650471960,307.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-boa-viagem-recife-pe-100m2-id-2650471960/,2.0,750000.0,0
1.0,,55.0,1.0,2.0,500.0,1.0,"Rua Maria Carolina, 661 - Boa Viagem, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/3a0338eb65ca72141d176f106af98f3e/apartamento-com-2-quartos-a-venda-55m-no-boa-viagem-recife.jpg,2576906435,350.0,1.0,1.0,0,1.0,2.0,0,1.0,1.0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-boa-viagem-recife-pe-55m2-id-2576906435/,1.0,450000.0,0
1.0,13.0,56.0,0,2.0,4.0,1.0,"Rua Cândido Lacerda, 221 - Torreão, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/bde197497b29e0b8b8fcbae8b513a92f/apartamento-com-2-quartos-a-venda-56m-no-torreao-recife.jpg,2637154459,4.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-torreao-recife-pe-56m2-id-2637154459/,1.0,401323.0,0
1.0,11.0,105.0,1.0,1.0,1.0,1.0,"Avenida Dezessete de Agosto, 137 - Parnamirim, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/f9d2589d3c30c421b294e9a34fdad3cc/apartamento-com-3-quartos-a-venda-105m-no-parnamirim-recife.jpg,2658186137,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-parnamirim-recife-pe-105m2-id-2658186137/,2.0,1160000.0,0
,4.0,149.0,,5.0,1224.0,,"Travessa Tapacurá, 75 - Monteiro, Recife - PE",,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/47739597c87ad0ef471deff4e24e8363/apartamento-com-4-quartos-a-venda-149m-no-monteiro-recife.jpg,2583727233,4260.0,,,,,4.0,,,,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-monteiro-recife-pe-149m2-id-2583727233/,2.0,1100000.0,
0,10.0,55.0,0,1.0,400.0,1.0,"Avenida Engenheiro Alves de Souza, 780 - Imbiribeira, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/3b204290729f651527855ae825254baa/apartamento-com-2-quartos-a-venda-55m-no-imbiribeira-recife.jpg,2610428689,100.0,1.0,1.0,1.0,0,2.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-imbiribeira-recife-pe-55m2-id-2610428689/,2.0,347000.0,0
0,21.0,80.0,0,2.0,700.0,1.0,"Rua Agenor Lopes, 314 - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/ac0bd58f411ad64a2e043d35a7bbe095/apartamento-com-2-quartos-a-venda-80m-no-boa-viagem-recife.jpg,2600531057,180.0,1.0,1.0,0,0,2.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-boa-viagem-recife-pe-80m2-id-2600531057/,2.0,540000.0,0
0,,113.0,1.0,1.0,880.0,1.0,"Rua dos Navegantes - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/143e2c9b8451833a6442c969b1caee10/apartamento-com-3-quartos-a-venda-113m-no-boa-viagem-recife.jpg,2563520221,,0,0,0,0,3.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-ar-condicionado-boa-viagem-recife-pe-113m2-id-2563520221/,1.0,450000.0,0
,2.0,130.0,,4.0,1614.0,,"Rua Visconde de Jequitinhonha, 1828 - Boa Viagem, Recife - PE",,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/4ff20723cc3efefcde4fd833977ce544/apartamento-com-4-quartos-a-venda-130m-no-boa-viagem-recife.jpg,2666206313,4743.0,,,,,4.0,,,,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-boa-viagem-recife-pe-130m2-id-2666206313/,2.0,1200000.0,
,7.0,248.0,,6.0,2000.0,,"Rua dos Navegantes - Boa Viagem, Recife - PE",,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/cc0a0c5cecf2518a9602e6f48f028275/apartamento-com-4-quartos-a-venda-248m-no-boa-viagem-recife.jpg,2642940689,930.0,,,,,4.0,,,,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-boa-viagem-recife-pe-248m2-id-2642940689/,3.0,1600000.0,
0,7.0,162.0,0,3.0,1300.0,0,"Rua Quarenta e Oito, 165 - Espinheiro, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/cfafbefffce891186bac92d83cd6b286/apartamento-com-3-quartos-a-venda-162m-no-espinheiro-recife.jpg,2608841530,2949.0,0,0,1.0,0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-salao-de-festas-espinheiro-recife-pe-162m2-id-2608841530/,2.0,380000.0,0
0,,94.0,1.0,3.0,,1.0,"Avenida Engenheiro Domingos Ferreira - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/926c4d9e1ac03807985967bb9d6c7bb9/apartamento-com-3-quartos-a-venda-94m-no-boa-viagem-recife.jpg,2667951115,,0,0,1.0,0,3.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-boa-viagem-recife-pe-94m2-id-2667951115/,1.0,355000.0,0
0,,60.0,0,3.0,550.0,1.0,"Rua Gervásio Campelo, 209 - Prado, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/d04ce029d94a1297cc281c011c47b7d9/apartamento-com-2-quartos-a-venda-60m-no-prado-recife.jpg,2553580299,2300.0,1.0,1.0,1.0,0,2.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-prado-recife-pe-60m2-id-2553580299/,1.0,370000.0,0
0,3.0,120.0,0,2.0,1350.0,1.0,"Rua do Futuro, 575 - Graças, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/51eb7665852631f3cb2616d4058d40ae/apartamento-com-3-quartos-a-venda-120m-no-gracas-recife.jpg,2660850189,10.0,0,0,1.0,0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-acesso-24-horas-gracas-recife-pe-120m2-id-2660850189/,2.0,650000.0,0
1.0,,154.0,0,5.0,1.0,1.0,"Avenida Pedro Paes Mendonça, 12 - Boa Viagem, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/f4957debb4cdbf22f79a67d5ac264e74/apartamento-com-4-quartos-a-venda-154m-no-boa-viagem-recife.jpg,2621180619,1.0,1.0,1.0,1.0,0,4.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-boa-viagem-recife-pe-154m2-id-2621180619/,2.0,1120000.0,1.0
1.0,,232.0,0,6.0,2000.0,1.0,"Avenida Boa Viagem, 3650 - Boa Viagem, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/022f14cff8a5f1c32ff57860b64a2fff/apartamento-com-4-quartos-a-venda-232m-no-boa-viagem-recife.jpg,2631074101,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-boa-viagem-recife-pe-232m2-id-2631074101/,3.0,4500000.0,0
1.0,9.0,45.0,0,1.0,,1.0,"Rua Tenente João Cícero, 717 - Boa Viagem, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/67dafac23aa054e99d693fd9bdf30604/apartamento-com-1-quarto-a-venda-45m-no-boa-viagem-recife.jpg,2667007806,,1.0,1.0,1.0,1.0,1.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-mobiliado-boa-viagem-recife-pe-45m2-id-2667007806/,1.0,495000.0,0
0,4.0,69.0,0,1.0,570.0,1.0,"Rua Cruzeiro do Forte, 152 - Boa Viagem, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/2695e274d27a7a1ab153277c754c9b37/apartamento-com-3-quartos-a-venda-69m-no-boa-viagem-recife.jpg,2608299718,1740.0,1.0,1.0,1.0,1.0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-boa-viagem-recife-pe-69m2-id-2608299718/,1.0,450000.0,0
0,3.0,221.0,0,1.0,1.0,1.0,"Avenida Boa Viagem, 5110 - Boa Viagem, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/112805039f1838664134631c45c97e5f/apartamento-com-4-quartos-a-venda-221m-no-boa-viagem-recife.jpg,2666201121,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-mobiliado-boa-viagem-recife-pe-221m2-id-2666201121/,2.0,1800000.0,1.0
