academia,andar,area,area_servico,banheiro,condominio,elevador,espaco_gourmet,id,iptu,piscina,playground,portaria_24_horas,quadra_de_esporte,quarto,salao_de_festa,sauna,spa,vaga,valor,varanda_gourmet,url,tipo,endereco,latitude,longitude
,,128.0,,2.0,,,,2641868590,,,,,,2.0,,,,,350000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-quintal-flamengo-marica-rj-128m2-id-2641868590/,casas,"Rua Dilson Antônio Legentil, 8 - Flamengo, Maricá - RJ",-22.918350018057,-42.80868001413
,,80.0,,1.0,,,,2635468493,,,,,,2.0,,,,2.0,380000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-pindobas-marica-rj-80m2-id-2635468493/,casas,"Estrada Henfil - Pindobas, Maricá - RJ",-22.89473,-42.83096
,,89.0,,2.0,1.0,,,2638894249,1.0,,,,,2.0,,,,2.0,400000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-inoa-marica-rj-89m2-id-2638894249/,casas,"Rua A, 1 - Inoã, Maricá - RJ",-22.925419985748,-42.930390025922
0.0,,106.0,1.0,3.0,390.0,0.0,0.0,2610250524,360.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,437000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-sao-jose-de-imbassai-marica-rj-106m2-id-2610250524/,casas_de_condominio,"Rua João da Cunha Abreu, 107 - São José de Imbassai, Maricá - RJ",-22.930980116345,-42.890240257901
0.0,,103.0,1.0,2.0,,0.0,0.0,2619946041,370.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,440000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-condado-de-marica-marica-rj-103m2-id-2619946041/,casas_de_condominio,"Rua Bromélia, 1 - Condado de Maricá, Maricá - RJ",-22.89933,-42.79044
,,1200.0,,,,,,2648635295,1.0,,,,,,,,,,100000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-itaipuacu-marica-rj-1200m2-id-2648635295/,terrenos_lotes_e_condominios,"Rua João José Garcia - Itaipuaçú, Maricá - RJ",-22.934799984998,-42.952229996655
0.0,,66.0,1.0,2.0,,0.0,0.0,2574185610,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,295000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-manu-manuela-marica-rj-66m2-id-2574185610/,casas,"Rua Seis, 18 - Manu Manuela, Maricá - RJ",-22.91781998841,-42.937020027515
,,458.0,,,362.0,,,2576238841,25.0,,,,,,,,,,150000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-inoa-marica-rj-458m2-id-2576238841/,terrenos_lotes_e_condominios,"Avenida Carlos Marighella, 380 - Inoã, Maricá - RJ",-22.934471000392,-42.954884374409
,,87.0,,1.0,,,,2619795537,,,,,,2.0,,,,4.0,380000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-centro-marica-rj-87m2-id-2619795537/,casas,"Rua Antônio Gomes - Centro, Maricá - RJ",-22.933352058618,-42.812053885685
0.0,2.0,90.0,0.0,2.0,,0.0,0.0,2626178874,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,360000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-itaipuacu-marica-rj-90m2-id-2626178874/,casas,"Rua Wilson Teixeira Barbosa, 29 - Itaipuaçú, Maricá - RJ",-22.96667,-43.01667
0.0,2.0,70.0,1.0,3.0,,0.0,0.0,2574183233,300.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,390000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-area-de-servico-itaipuacu-marica-rj-70m2-id-2574183233/,casas,"Rua das Mimosas, 9 - Itaipuaçú, Maricá - RJ",-22.959600003883,-42.981330036643
,,750.0,,,,,,2591950602,,,,,,,,,,,80000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-itaipuacu-marica-rj-750m2-id-2591950602/,terrenos_lotes_e_condominios,"Rua A, 67 - Itaipuaçú, Maricá - RJ",-22.971858562576,-43.015072452169
0.0,,60.0,1.0,2.0,,0.0,0.0,2641046575,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,250000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-parque-nanci-marica-rj-60m2-id-2641046575/,casas,"Rua Juiz Oswaldo Lima Rodrigues - Parque Nanci, Maricá - RJ",-22.91968,-42.84802
0.0,,88.0,0.0,3.0,1.0,0.0,1.0,2647327914,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,549380.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-recanto-de-itaipuacu-marica-rj-88m2-id-2647327914/,casas,"Rua Capitão Mello, 100 - Recanto De Itaipuacu, Maricá - RJ",-22.966965423035,-43.002167748205
0.0,,100.0,1.0,4.0,,0.0,0.0,2648830386,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,535000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-cordeirinho-marica-rj-100m2-id-2648830386/,casas,"Cordeirinho, Maricá - RJ",-22.95548,-42.74577
,,72.0,,2.0,,,,2646797882,240.0,,,,,2.0,,,,1.0,390000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-barroco-marica-rj-72m2-id-2646797882/,casas,"Rua das Mimosas, 10 - Barroco, Maricá - RJ",-22.962494969827,-42.978687758963
0.0,,240.0,0.0,2.0,,0.0,0.0,2621575498,600.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,500000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-jardim-atlantico-leste-itaipuacu-marica-rj-240m2-id-2621575498/,casas,"Rua Governador Leonel Brizola, 12 - Jardim Atlantico Leste Itaipuacu, Maricá - RJ",-22.966893401403,-42.926252986827
0.0,,160.0,1.0,3.0,,0.0,0.0,2587553021,100.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,340000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-cozinha-recanto-de-itaipuacu-marica-rj-160m2-id-2587553021/,casas,"Rua Coronel Amaral, 10 - Recanto De Itaipuacu, Maricá - RJ",-22.966558743718,-43.00584978564
,,165.0,,3.0,580.0,,,2627151847,130.0,,,,,3.0,,,,2.0,930000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-inoa-marica-rj-165m2-id-2627151847/,casas_de_condominio,"Rodovia Ernani do Amaral Peixoto - Inoã, Maricá - RJ",-22.935670776907,-42.908172266608
,,450.0,,,,,,2631815638,600.0,,,,,,,,,,170000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-com-tv-a-cabo-recanto-de-itaipuacu-marica-rj-450m2-id-2631815638/,terrenos_lotes_e_condominios,"Rua Engenheiro Domingos Barbosa, 460 - Recanto De Itaipuacu, Maricá - RJ",-22.962815263162,-43.011961337066
0.0,,110.0,0.0,3.0,,0.0,0.0,2558849226,,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,,450000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-mobiliado-itapeba-marica-rj-110m2-id-2558849226/,casas,"Rua Um, 320 - Itapeba, Maricá - RJ",-22.913039998577,-42.835830004344
,,290.0,,1.0,,,,2614725411,,,,,,3.0,,,,4.0,790000.0,,https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-sala-de-jantar-centro-marica-rj-290m2-id-2614725411/,sobrados,"Centro, Maricá - RJ",-22.91736,-42.81923
0.0,,360.0,0.0,,465.0,0.0,0.0,2646798708,400.0,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,,180000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-com-salao-de-festas-itapeba-marica-rj-360m2-id-2646798708/,terrenos_lotes_e_condominios,"Rua Vereador Aloísio Rangel de Freitas, 253 - Itapeba, Maricá - RJ",-22.916735076857,-42.84197245159
0.0,,115.0,1.0,3.0,,0.0,0.0,2622351729,150.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,625000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-jardim-atlantico-central-marica-rj-115m2-id-2622351729/,casas,"Rua Quarenta e Seis, 33 - Jardim Atlântico Central, Maricá - RJ",-22.965390013049,-42.959459974877
0.0,,75.0,1.0,2.0,,0.0,0.0,2625728786,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,253000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-area-de-servico-sao-jose-de-imbassai-marica-rj-75m2-id-2625728786/,casas,"Rua das Magnólias - São José de Imbassai, Maricá - RJ",-22.930066491152,-42.886005667108
0.0,,100.0,0.0,1.0,,0.0,0.0,2603666393,500.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,530000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-jardim-atlantico-marica-rj-100m2-id-2603666393/,casas,"Rua Carlos Ribas Perdigão - Jardim Atlântico, Maricá - RJ",-22.950590002793,-42.957740008346
,,378.0,,,,,,2648249359,,,,,,,,,,,80000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-vivendas-de-itaipuacu-marica-rj-378m2-id-2648249359/,terrenos_lotes_e_condominios,"Vivendas de Itaipuacu, Maricá - RJ",-22.96667,-43.01667
,,60.0,,2.0,,,,2557299561,,,,,,2.0,,,,1.0,299000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-jacaroa-marica-rj-60m2-id-2557299561/,casas,"Jacaroá, Maricá - RJ",-22.93023,-42.79988
0.0,,124.0,1.0,4.0,400.0,0.0,0.0,2645127161,500.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,2.0,795900.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-com-piscina-cajueiro-marica-rj-124m2-id-2645127161/,casas_de_condominio,"Estrada Oscar Vieira da Costa Júnior, 111 - Cajueiro, Maricá - RJ",-22.941409456553,-42.93366260905
,,765.0,,,,,,2607238549,,,,,,,,,,,220000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jardim-atlantico-leste-itaipuacu-marica-rj-765m2-id-2607238549/,terrenos_lotes_e_condominios,"Avenida Itaipuaçu - Jardim Atlantico Leste Itaipuacu, Maricá - RJ",-22.96694,-42.92304
0.0,,270.0,1.0,3.0,,0.0,0.0,2629799813,,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,450000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-fazenda-sitio-chacara-3-quartos-com-piscina-vale-da-figueira-marica-rj-270m2-id-2629799813/,fazendas_sitios_e_chacaras,"Avenida Sete, 9 - Vale Da Figueira, Maricá - RJ",-22.91279996219,-42.719796676963
0.0,,87.0,1.0,1.0,1.0,0.0,0.0,2590240935,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,320000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-varanda-jardim-atlantico-leste-itaipuacu-marica-rj-87m2-id-2590240935/,apartamentos,"Jardim Atlantico Leste Itaipuacu, Maricá - RJ",-22.96694,-42.92304
1.0,,368.0,0.0,,444.0,0.0,0.0,2568630991,1600.0,1.0,1.0,0.0,1.0,,1.0,0.0,0.0,,195000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-com-piscina-inoa-marica-rj-368m2-id-2568630991/,terrenos_lotes_e_condominios,"Rodovia Ernani do Amaral Peixoto, 4 - Inoã, Maricá - RJ",-22.915339992808,-42.930799984807
,,77.0,,1.0,,,,2601718393,,,,,,2.0,,,,4.0,330000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-morada-das-aguias-itaipuacu-marica-rj-77m2-id-2601718393/,casas,"Rua Nove, 9 - Morada das Aguias Itaipuacu, Maricá - RJ",-22.948837408553,-42.989594461224
,,70.0,,2.0,,,,2640155808,,,,,,2.0,,,,1.0,385000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-barroco-marica-rj-70m2-id-2640155808/,casas,"Barroco, Maricá - RJ",-22.95976,-42.98378
1.0,,380.0,0.0,,1.0,0.0,1.0,2647754111,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,175000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-com-piscina-centro-marica-rj-380m2-id-2647754111/,terrenos_lotes_e_condominios,"Rodovia Ernani do Amaral Peixoto, SN - Centro, Maricá - RJ",-22.92543143232,-42.925538465148
,,86.0,,1.0,,,,2644949411,,,,,,2.0,,,,,530000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-na-varanda-itaipuacu-marica-rj-86m2-id-2644949411/,casas,"Rua das Avencas, 18 - Itaipuaçú, Maricá - RJ",-22.954425876454,-42.983276729162
,,588.0,,,,,,2643768479,600.0,,,,,,,,,,285000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jardim-atlantico-leste-itaipuacu-marica-rj-588m2-id-2643768479/,terrenos_lotes_e_condominios,"Rua Cento e Quarenta e Cinco, SN - Jardim Atlantico Leste Itaipuacu, Maricá - RJ",-22.972274905381,-42.911820424121
0.0,,100.0,1.0,2.0,,0.0,0.0,2633279494,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,515000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-jardim-atlantico-oeste-marica-rj-100m2-id-2633279494/,casas,"Rua Verdes Mares - Jardim Atlântico Oeste, Maricá - RJ",-22.962560079305,-42.97116503387
0.0,1.0,55.0,1.0,1.0,,0.0,0.0,2568629960,50.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,280000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-ar-condicionado-itaipuacu-marica-rj-55m2-id-2568629960/,apartamentos,"Rua São Geraldo, 35 - Itaipuaçú, Maricá - RJ",-22.96667,-43.01667
0.0,,86.0,1.0,2.0,,0.0,0.0,2637374060,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,470000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-itaipuacu-marica-rj-86m2-id-2637374060/,casas,"Rua das Avencas, 18 - Itaipuaçú, Maricá - RJ",-22.954425876454,-42.983276729162
,,250000.0,,,,,,2648248869,,,,,,,,,,,1300000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-inoa-marica-rj-250000m2-id-2648248869/,terrenos_lotes_e_condominios,"Inoã, Maricá - RJ",-22.91365,-42.92992
0.0,,70.0,1.0,2.0,60.0,0.0,0.0,2587552642,96.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,365000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-2-quartos-itaipuacu-marica-rj-70m2-id-2587552642/,casas_de_condominio,"Rua Vinte e Oito, 20 - Itaipuaçú, Maricá - RJ",-22.959595918094,-43.00422525019
,,200.0,,2.0,,,,2534748183,700.0,,,,,2.0,,,,1.0,285000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-sao-jose-de-imbassai-marica-rj-200m2-id-2534748183/,casas,"Avenida Guarujá, 7 - São José de Imbassai, Maricá - RJ",-22.932710020306,-42.874499998463
0.0,,106.0,1.0,1.0,,0.0,0.0,2529648217,97.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,460000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-jardim-atlantico-marica-rj-106m2-id-2529648217/,casas,"Rua Cinquenta, 40 - Jardim Atlântico, Maricá - RJ",-22.966210014637,-42.955860031282
,,128.0,,2.0,,,,2622763732,,,,,,3.0,,,,2.0,580000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-jardim-atlantico-central-marica-rj-128m2-id-2622763732/,casas,"Rua Walter Muniz dos Santos, 1 - Jardim Atlântico Central, Maricá - RJ",-22.9595,-42.95363
,,480.0,,2.0,,,,2617203730,900.0,,,,,3.0,,,,2.0,499000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-jardim-atlantico-central-marica-rj-480m2-id-2617203730/,casas,"Rua Santos Guedes, 81 - Jardim Atlântico Central, Maricá - RJ",-22.954110141605,-42.960313696075
,,240.0,,2.0,,,,2567237205,,,,,,3.0,,,,3.0,1200000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-itapeba-marica-rj-240m2-id-2567237205/,casas,"Estrada do Retiro - Itapeba, Maricá - RJ",-22.910735848731,-42.862663174125
0.0,,89.0,0.0,2.0,,0.0,0.0,2544809825,,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,,225000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-chacaras-de-inoa-marica-rj-89m2-id-2544809825/,apartamentos,"Rua B, 2 - Chácaras De Inoã, Maricá - RJ",-22.928510016263,-42.935610023763
0.0,1.0,87.0,1.0,1.0,,0.0,0.0,2645742403,150.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,450000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-quintal-praia-de-itaipuacu-marica-rj-87m2-id-2645742403/,casas,"Rua Santa Ana, 32 - Praia de Itaipuaçu, Maricá - RJ",-22.96086,-42.99413
,,192.0,,2.0,285.0,,,2574167307,,,,,,4.0,,,,3.0,690000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-recanto-de-itaipuacu-marica-rj-192m2-id-2574167307/,casas,"Recanto De Itaipuacu, Maricá - RJ",-22.96733,-43.00859
,,480.0,,,,,,2576941157,400.0,,,,,,,,,,250000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-jardim-atlantico-central-marica-rj-480m2-id-2576941157/,terrenos_lotes_e_condominios,"Rua Walter Muniz dos Santos - Jardim Atlântico Central, Maricá - RJ",-22.9595,-42.95363
,,,,,,,,2617509030,,,,,,,,,,,100000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-cajueiro-marica-rj-id-2617509030/,terrenos_lotes_e_condominios,"Estrada Oscar Vieira da Costa Júnior, 10 - Cajueiro, Maricá - RJ",-22.946251963699,-42.937409599611
,1.0,100.0,,3.0,,,,2617929118,10.0,,,,,2.0,,,,5.0,460000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-itaipuacu-marica-rj-100m2-id-2617929118/,casas,"Rua Elzira Dias Gomes, 1 - Itaipuaçú, Maricá - RJ",-22.96667,-43.01667
0.0,,60.0,1.0,2.0,120.0,0.0,0.0,2568629075,1380.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,270000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-2-quartos-ponta-negra-marica-rj-60m2-id-2568629075/,casas_de_condominio,"Estrada de Ponta Negra, 2 - Ponta Negra, Maricá - RJ",-22.942929991029,-42.702445007256
,,92.0,,1.0,,,,2646625999,,,,,,2.0,,,,,380000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-inoa-marica-rj-92m2-id-2646625999/,casas,"Inoã, Maricá - RJ",-22.91365,-42.92992
0.0,,360.0,0.0,2.0,750.0,0.0,1.0,2625949137,900.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,750000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-flamengo-marica-rj-360m2-id-2625949137/,casas,"Avenida Roberto Silveira, 1995 - Flamengo, Maricá - RJ",-22.908230579518,-42.804076332321
0.0,,110.0,1.0,1.0,,0.0,0.0,2552970905,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,450000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-5-quartos-com-cozinha-guaratiba-marica-rj-110m2-id-2552970905/,casas,"Avenida Três - Guaratiba, Maricá - RJ",-22.956250499045,-42.794265718554
,,261.0,,5.0,1.0,,,2647302787,1000.0,,,,,4.0,,,,2.0,1349880.0,,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-ar-condicionado-barra-de-marica-marica-rj-261m2-id-2647302787/,casas,"Rua Fausto Cavalcanti de Menezes Guerra, 100 - Barra de Maricá, Maricá - RJ",-22.958964042013,-42.818257815887
,,8000.0,,,,,,2552985805,,,,,,,,,,,1600000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-ponta-negra-marica-rj-8000m2-id-2552985805/,terrenos_lotes_e_condominios,"Ponta Negra, Maricá - RJ",-22.95354,-42.69533
1.0,,240.0,0.0,,1.0,0.0,1.0,2646526330,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,90000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-com-piscina-ubatiba-marica-rj-240m2-id-2646526330/,terrenos_lotes_e_condominios,"Rodovia Vereador Oldemar Guedes Figueiredo - Ubatiba, Maricá - RJ",-22.901282246448,-42.800378448923
0.0,,240.0,1.0,1.0,,0.0,0.0,2616491063,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,500000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-itaipuacu-marica-rj-240m2-id-2616491063/,casas,"Rua Professor Cardoso de Menezes, 1 - Itaipuaçú, Maricá - RJ",-22.951823385439,-42.962292958066
0.0,1.0,116.0,1.0,4.0,,0.0,0.0,2620680665,150.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,11.0,680000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-area-de-servico-itaipuacu-marica-rj-116m2-id-2620680665/,casas,"Rua Elzira Dias Gomes, 46 - Itaipuaçú, Maricá - RJ",-22.96667,-43.01667
,,475.0,,,,,,2603160482,,,,,,,,,,,110000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-inoa-marica-rj-475m2-id-2603160482/,terrenos_lotes_e_condominios,"Rua Bosque Fundo, 1 - Inoã, Maricá - RJ",-22.913944081224,-42.927909282362
1.0,,360.0,1.0,,480.0,0.0,1.0,2584901354,,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,,100000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-com-piscina-pindobas-marica-rj-360m2-id-2584901354/,terrenos_lotes_e_condominios,"Estrada Henfil, SN - Pindobas, Maricá - RJ",-22.89473,-42.83096
,,62.0,,2.0,,,,2569893611,,,,,,2.0,,,,1.0,299000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-sao-jose-de-imbassai-marica-rj-62m2-id-2569893611/,casas,"São José de Imbassai, Maricá - RJ",-22.93134,-42.87991
0.0,,168.0,1.0,3.0,80.0,0.0,0.0,2647810451,100.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,520000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-churrasqueira-recanto-de-itaipuacu-marica-rj-168m2-id-2647810451/,casas_de_condominio,"Rua Felipe José Elias, 6 - Recanto De Itaipuacu, Maricá - RJ",-22.963253383878,-43.015863115072
0.0,,78.0,0.0,3.0,,0.0,0.0,2576802880,40.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,320000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-piscina-condado-de-marica-marica-rj-78m2-id-2576802880/,casas,"Rua Bellis - Condado de Maricá, Maricá - RJ",-22.898703274667,-42.790883321907
0.0,,101.0,1.0,3.0,,0.0,0.0,2638901979,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,599000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-area-de-servico-praia-de-itaipuacu-itaipuacu-marica-rj-101m2-id-2638901979/,casas,"Praia de Itaipuacu Itaipuacu, Maricá - RJ",-22.96667,-43.01667
,,360.0,,,340.0,,,2576800609,450.0,,,,,,,,,,150000.0,,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-inoa-marica-rj-360m2-id-2576800609/,terrenos_lotes_e_condominios,"Rua dos Cajueiros - Inoã, Maricá - RJ",-22.904135001779,-42.818615000145
0.0,1.0,78.0,0.0,3.0,,0.0,0.0,2612520387,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,450000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-americana-itaipuacu-marica-rj-78m2-id-2612520387/,casas,"Rua Carlos Ribas Perdigão, 1 - Itaipuaçú, Maricá - RJ",-22.950590002793,-42.957740008346
0.0,,200.0,0.0,3.0,,0.0,0.0,2485561397,2000.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,12.0,890000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-5-quartos-mobiliado-cordeirinho-marica-rj-200m2-id-2485561397/,casas,"Cordeirinho, Maricá - RJ",-22.95548,-42.74577
,1.0,106.0,,2.0,,,,2571332699,10.0,,,,,3.0,,,,2.0,480000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-itaipuacu-marica-rj-106m2-id-2571332699/,casas,"Rua Erika Getrud Buschel, 1 - Itaipuaçú, Maricá - RJ",-22.96667,-43.01667
,,91.0,,3.0,,,,2642765248,,,,,,2.0,,,,1.0,495000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-jardim-atlantico-central-marica-rj-91m2-id-2642765248/,casas,"Jardim Atlântico Central, Maricá - RJ",-22.9595,-42.95363
0.0,,162.0,1.0,2.0,,0.0,0.0,2646721569,500.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,371000.0,1.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-caxito-marica-rj-162m2-id-2646721569/,casas,"Rua Um - Caxito, Maricá - RJ",-22.886250039485,-42.819833907482
,,95.0,,2.0,,,,2644856314,200.0,,,,,2.0,,,,2.0,540000.0,,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-centro-marica-rj-95m2-id-2644856314/,casas,"Rua Quarenta e Seis, 40 - Centro, Maricá - RJ",-22.960839980729,-42.959489982091
1.0,,240.0,0.0,2.0,350.0,0.0,1.0,2647437169,680.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,480000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-pindobas-marica-rj-240m2-id-2647437169/,casas_de_condominio,"Estrada Henfil, 2 - Pindobas, Maricá - RJ",-22.89473,-42.83096
0.0,,75.0,1.0,2.0,,0.0,0.0,2594954553,80.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,230000.0,0.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-sao-jose-de-imbassai-marica-rj-75m2-id-2594954553/,casas,"Rua São Francisco, 23 - São José de Imbassai, Maricá - RJ",-22.933014652092,-42.887066580629
