"academia","andar","area","area_servico","banheiro","condominio","elevador","espaco_gourmet","id","iptu","piscina","playground","portaria_24_horas","quadra_de_esporte","quarto","salao_de_festa","sauna","spa","vaga","valor","varanda_gourmet","endereco","tipo","url","latitude","longitude"
1,NA,70,1,2,397,1,1,2449601805,1,1,1,1,1,3,1,0,0,2,470000,0,"Avenida Capitão-mor Gouveia, 1481 - Nossa Senhora de Nazaré, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-nossa-senhora-de-nazare-natal-rn-70m2-id-2449601805/",-5.822295709751,-35.23009815298
0,NA,56,0,2,390,1,0,2641604284,1300,1,0,0,0,2,1,0,0,1,329000,0,"Rua Praia de Camboinhas, 9087 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-ponta-negra-natal-rn-56m2-id-2641604284/",-5.8756600208,-35.18019996359
1,NA,45,1,1,210,0,0,2630791411,NA,1,1,0,0,2,1,0,0,1,177800,0,"Avenida Poços de Caldas, 1875 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-ponta-negra-natal-rn-45m2-id-2630791411/",-5.881770568704,-35.200606810283
1,14,79,0,4,NA,1,1,2634520100,NA,1,1,1,1,3,1,0,0,2,885000,0,"Rua Padre João Damasceno, 1492 - Lagoa Nova, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-lagoa-nova-natal-rn-79m2-id-2634520100/",-5.823859984904,-35.211909960588
NA,5,55,NA,2,530,NA,NA,2647893421,303,NA,NA,NA,NA,2,NA,NA,NA,1,389990,NA,"Rua Doutor Manoel Augusto Bezerra de Araújo, 570 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-ponta-negra-natal-rn-55m2-id-2647893421/",-5.879873959987,-35.175866525012
1,3,68,0,2,464,1,0,2641416464,2224,1,1,1,1,3,1,0,0,2,430000,0,"Rua Doutor Osvaldo Fortes do Rego, 155 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-ponta-negra-natal-rn-68m2-id-2641416464/",-5.88992652782,-35.180291884946
1,5,120,0,3,900,1,1,2647145400,4200,1,1,0,0,3,1,0,0,2,590000,0,"Rua Doutor Manoel Dantas, 479 - Petrópolis, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-petropolis-natal-rn-120m2-id-2647145400/",-5.782056918611,-35.198244087068
1,NA,56,0,2,NA,0,1,2642456179,NA,1,1,0,1,2,1,0,0,1,349990,0,"Rua Edson Teixeira da Silva - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-ponta-negra-natal-rn-56m2-id-2642456179/",-5.890160631822,-35.176878103989
NA,NA,56,NA,2,795,NA,NA,2651476853,1492,NA,NA,NA,NA,2,NA,NA,NA,1,380000,NA,"Rua Vereador Manoel Sátiro, 248 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-ponta-negra-natal-rn-56m2-id-2651476853/",-5.88167998748,-35.173750005278
1,10,56,0,1,NA,1,1,2636599209,NA,1,1,0,1,2,1,0,0,1,320000,0,"Avenida das Brancas Dunas, 65 - Candelária, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-candelaria-natal-rn-56m2-id-2636599209/",-5.844949984851,-35.216180037342
1,15,131,0,4,750,1,1,68079325,NA,1,1,0,1,3,1,0,0,2,680000,1,"Rua Tenente Olavo Francisco dos Santos, 100 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-ponta-negra-natal-rn-131m2-id-68079325/",-5.881060020011,-35.183829998217
0,NA,57,0,2,NA,0,0,2596042672,NA,1,1,0,0,2,1,0,0,NA,270000,0,"Rua Lafayete Lamartine, 1876 - Candelária, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-candelaria-natal-rn-57m2-id-2596042672/",-5.836930012254,-35.215409991897
