"academia","andar","area","area_servico","banheiro","condominio","elevador","espaco_gourmet","id","iptu","piscina","playground","portaria_24_horas","quadra_de_esporte","quarto","salao_de_festa","sauna","spa","vaga","valor","varanda_gourmet","endereco","tipo","url","latitude","longitude"
NA,NA,161,NA,3,300,NA,NA,2582082193,NA,NA,NA,NA,NA,3,NA,NA,NA,1,630000,NA,"Rua Redenção, 971 - Jardim Marco Zero, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-mobiliado-jardim-marco-zero-macapa-ap-161m2-id-2582082193/",-0.016079989735,-51.076954966912
1,NA,150,1,2,145,0,1,2607591052,NA,1,1,1,1,3,1,0,0,2,660000,0,"Rodovia de Duca Serra, 2821 - Marabaixo, Macapá - AP","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-marabaixo-macapa-ap-150m2-id-2607591052/",0.031101000355,-51.104193316548
0,NA,300,1,5,NA,0,0,2631183670,NA,0,0,0,0,3,0,0,0,1,650000,1,"Avenida Teresa Maciel Tavares, 131 - Muca, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-muca-macapa-ap-300m2-id-2631183670/",0.010526411972,-51.071261597215
0,2,480,0,1,NA,0,0,2651154595,NA,0,0,0,0,2,0,0,0,2,7e+05,1,"Avenida Clodóvio Coelho, 41 - Trem, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-trem-macapa-ap-480m2-id-2651154595/",0.023808224852,-51.06286365514
0,NA,250,1,2,NA,0,0,2618767317,NA,1,0,0,0,2,0,0,0,2,320000,1,"Avenida Quinta, 1441 - Marabaixo, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-piscina-marabaixo-macapa-ap-250m2-id-2618767317/",-0.045259993079,-51.108485004449
NA,NA,300,NA,NA,NA,NA,NA,2651382364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80000,NA,"Rodovia Juscelino Kubitschek, SN - Universidade, Macapá - AP","terrenos_e_lotes_comerciais","https://www.zapimoveis.com.br/imovel/venda-terreno-lote-comercial-universidade-macapa-ap-300m2-id-2651382364/",-0.017856109787,-51.081620783047
0,NA,158,0,2,NA,0,1,2620608833,NA,1,1,1,1,2,1,0,0,2,650000,0,"Avenida Décima Oitava, 2070 - Marabaixo, Macapá - AP","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-2-quartos-com-piscina-marabaixo-macapa-ap-158m2-id-2620608833/",0.046326875692,-51.128214121433
NA,NA,200,NA,4,NA,NA,NA,2618767327,NA,NA,NA,NA,NA,4,NA,NA,NA,1,250000,NA,"Rua Oséas de Oliveira Pimentel, 878 - Renascer, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-renascer-macapa-ap-200m2-id-2618767327/",0.082090012767,-51.052450011974
0,NA,406,0,3,NA,0,0,2638504677,1,0,0,0,0,3,0,0,0,NA,470000,1,"Avenida Dom José Maritano, 1 - Jardim Marco Zero, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-mobiliado-jardim-marco-zero-macapa-ap-406m2-id-2638504677/",-0.00226596226,-51.087798616285
0,NA,270,1,4,NA,0,0,2556635877,NA,0,0,0,0,3,0,0,0,2,760000,0,"Avenida Doutor Silas Salgado - Santa Rita, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-santa-rita-macapa-ap-270m2-id-2556635877/",0.038741239852,-51.079651021628
0,NA,250,0,4,NA,0,0,2528763585,NA,0,0,0,0,4,0,0,0,5,745000,1,"Ramal da Cascalheira, 603 - Muruci Fazendinha, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-muruci-fazendinha-macapa-ap-250m2-id-2528763585/",-0.04788327862,-51.098565450781
1,1,175,0,3,NA,0,1,2565062576,NA,1,0,1,0,3,0,0,0,1,750000,0,"Avenida França, 10 - São José, Macapá - AP","casas_de_condominio","https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-sao-jose-macapa-ap-175m2-id-2565062576/",0.023278160126,-51.150022688116
NA,NA,250,NA,3,NA,NA,NA,2560091156,NA,NA,NA,NA,NA,3,NA,NA,NA,2,9e+05,NA,"Avenida Seis de Setembro, 320 - Santa Inês, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-santa-ines-macapa-ap-250m2-id-2560091156/",0.02253946913,-51.056046232331
0,2,525,0,5,NA,0,0,2630678877,NA,0,0,0,0,3,0,0,0,6,1200000,1,"Avenida Manoel de Souza, 533 - Universidade, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-universidade-macapa-ap-525m2-id-2630678877/",-0.010329983202,-51.091900026003
0,NA,80,0,1,NA,0,0,2618643436,NA,0,0,1,0,2,0,0,0,NA,85000,0,"Rodovia de Duca Serra, 1 - Marabaixo, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-marabaixo-macapa-ap-80m2-id-2618643436/",0.031101000355,-51.104193316548
