"academia","andar","area","area_servico","banheiro","condominio","elevador","espaco_gourmet","id","iptu","piscina","playground","portaria_24_horas","quadra_de_esporte","quarto","salao_de_festa","sauna","spa","vaga","valor","varanda_gourmet","endereco","tipo","url","latitude","longitude"
1,NA,64,0,2,NA,1,1,2635982958,NA,1,1,0,1,2,1,0,0,1,480000,1,"1ª Travessa Bosque das Acácias - Cruz das Almas, Maceió - AL","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-cruz-das-almas-maceio-al-64m2-id-2635982958/",-9.632891483966,-35.708223131117
1,1,54,1,1,300,0,1,2537868810,550,0,1,1,1,3,1,0,0,2,155000,0,"Residencial Village das Flores, 3 - Benedito Bentes, Maceió - AL","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-benedito-bentes-maceio-al-54m2-id-2537868810/",-9.562602217789,-35.724433746587
NA,1,75,NA,2,100,NA,NA,2648455360,742,NA,NA,NA,NA,3,NA,NA,NA,1,3e+05,NA,"Avenida Menino Marcelo, 856 - Antares, Maceió - AL","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-antares-maceio-al-75m2-id-2648455360/",-9.567013839312,-35.743892122355
0,1,80,0,2,500,1,0,2650458571,NA,0,0,0,0,3,0,0,0,1,340000,0,"Avenida Brigadeiro Eduardo Gomes, 264 - Cruz das Almas, Maceió - AL","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-cruz-das-almas-maceio-al-80m2-id-2650458571/",-9.63724534199,-35.698100650729
1,NA,67,0,2,350,1,1,2570608342,NA,1,0,1,0,2,1,0,0,NA,547800,1,"Rua Deputado José Lages - Ponta Verde, Maceió - AL","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-ponta-verde-maceio-al-67m2-id-2570608342/",-9.656706850034,-35.704401861371
0,4,42,0,1,240,0,0,2569187810,NA,1,0,1,1,2,0,0,0,1,160000,0,"Rua São Caetano, 175 - Benedito Bentes, Maceió - AL","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-benedito-bentes-maceio-al-42m2-id-2569187810/",-9.550161140653,-35.72526113944
0,2,46,1,1,158,0,0,2558752869,630,0,1,1,1,2,1,0,0,1,150000,0,"Residencial Parque Petrópolis I, 1 - Petrópolis, Maceió - AL","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-petropolis-maceio-al-46m2-id-2558752869/",-9.60458,-35.7553
1,3,51,0,2,NA,1,0,2637433847,NA,1,1,1,1,2,0,0,0,1,250000,0,"Avenida Menino Marcelo, 3800 - Cidade Universitária, Maceió - AL","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-cidade-universitaria-maceio-al-51m2-id-2637433847/",-9.561399980244,-35.746040034921
0,NA,56,0,2,220,1,0,2631297304,NA,1,1,1,1,2,1,0,0,1,173000,0,"Avenida Enfermeira Noraci Pedrosa, 497 - Antares, Maceió - AL","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-antares-maceio-al-56m2-id-2631297304/",-9.562929004069,-35.741298442088
1,2,81,1,2,750,1,0,2618319894,NA,1,0,0,0,3,1,0,0,2,420000,0,"Bom Parto, Maceió - AL","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-bom-parto-maceio-al-81m2-id-2618319894/",-9.65009,-35.74256
1,NA,51,0,2,370,1,0,2642333972,NA,1,0,0,0,2,1,0,0,1,399000,0,"Avenida Governador Afrânio Lages, 00 - Mangabeiras, Maceió - AL","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-mangabeiras-maceio-al-51m2-id-2642333972/",-9.644434957812,-35.713231399601
0,NA,54,0,1,NA,1,0,2629443299,NA,1,1,1,1,2,1,0,0,1,290000,0,"Rua Coronel Presciliano Sarmento, 368 - São Jorge, Maceió - AL","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-sao-jorge-maceio-al-54m2-id-2629443299/",-9.617256122715,-35.704241263836
